,music_recc_rating,Computer or laptop,Smart speakers or voice assistants,Smartphone,Wearable devices,number_of_devices,Classical,Electronic,Kpop,Melody,Old songs,Pop,Rap,Rock,dance,trending songs random,Relaxation and stress relief,Sadness or melancholy,Social gatherings or parties,Uplifting and motivational,Before bed ,Night time,Office hours,Random ,Social gatherings ,Study Hours,While Traveling,"While Traveling,",Workout session,leisure time,"leisure time,",when cooking,Age_12-20,Age_20-35,Age_35-60,Age_6-12,Age_60+,Gender_Female,Gender_Male,Gender_Others,spotify_usage_period_0,spotify_usage_period_1,spotify_usage_period_2,spotify_usage_period_3,spotify_subscription_plan_Free (ad-supported),spotify_subscription_plan_Premium (paid subscription),premium_sub_willingness_No,premium_sub_willingness_Yes,preferred_listening_content_Music,preferred_listening_content_Podcast,music_time_slot_Afternoon,music_time_slot_Morning,music_time_slot_Night
0,3,0,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True
1,2,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False
2,4,0,1,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True
3,4,0,1,1,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
4,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
5,3,0,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
6,3,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
7,5,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
8,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False
9,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
10,3,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False
11,3,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
12,3,1,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
13,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
14,5,0,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False
15,2,0,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False
16,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False
17,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
18,3,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
19,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True
20,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
21,5,0,0,1,0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False
22,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
23,1,1,1,1,0,3.0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True
24,3,1,0,1,0,2.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,True
25,4,0,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
26,4,0,1,1,0,2.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False
27,1,0,0,1,0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
28,4,0,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
29,3,1,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
30,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
31,5,0,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
32,3,0,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
33,3,0,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True
34,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
35,1,0,0,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
36,3,1,0,1,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
37,3,1,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True
38,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
39,3,1,0,1,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
40,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
41,3,0,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
42,4,0,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True
43,5,1,0,1,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False
44,5,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
45,5,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
46,3,0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False
47,4,0,1,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False
48,3,0,0,1,1,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
49,4,1,1,1,0,3.0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True
50,3,1,0,1,1,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
51,4,0,1,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
52,4,0,0,1,0,1.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True
53,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
54,3,0,0,1,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
55,5,0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
56,3,0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False
57,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
58,4,1,0,1,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
59,5,1,0,0,1,2.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,True
60,4,0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True
61,3,0,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
62,3,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False
63,3,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
64,3,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False
65,3,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
66,5,1,1,1,1,4.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,True
67,4,1,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,True
68,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
69,5,1,0,1,1,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False
70,5,1,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
71,3,0,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False
72,5,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
73,2,1,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
74,2,1,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False
75,4,0,1,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False
76,2,0,0,0,1,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True
77,5,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False
78,3,1,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False
79,3,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False
80,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False
81,3,0,0,1,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False
82,4,0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
83,3,1,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False
84,3,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
85,3,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False
86,3,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False
87,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
88,5,0,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True
89,4,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False
90,5,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True
91,3,0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True
92,3,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
93,4,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
94,3,0,0,1,1,2.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
95,3,0,0,1,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
96,3,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
97,3,1,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
98,5,0,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True
99,3,0,1,1,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True
